0.246991       0.393029
0.530532      0.0388788
0.934497       0.291959
0.00307952       0.346475
0.0553031       0.730626
0.95253        0.66225
0.906202       0.574691
0.401626       0.540252
0.756624       0.466891
0.693559       0.627618
0.754537       0.368243
0.209646       0.112984
0.735127       0.842043
0.112932       0.592683
0.73123       0.247615
0.976554      0.0596441
0.559672       0.273725
0.470455       0.927192
0.00236855       0.986818
0.869205       0.482802
0.28619       0.216319
0.404821       0.762399
0.825174       0.356512
0.586867          0.853
0.474451       0.223041
0.736842      0.0100203
0.533946       0.593334
0.310566       0.910063
0.427426        0.48534
0.00292385       0.480397
0.85951       0.283137
0.425841       0.511029
0.811021       0.463237
0.478807      0.0988823
0.33117       0.785995
0.0845948       0.467716
0.720774       0.365838
0.518589       0.872425
0.532542       0.275973
0.330641       0.263098
0.590882       0.308728
0.705299       0.245574
0.946855       0.315181
0.438872       0.903693
0.281724       0.419982
0.444088       0.953142
0.629648     0.00830528
0.62466        0.50567
0.0905157       0.112243
0.0744284        0.13244
0.0104662      0.0461308
0.449917       0.639991
0.600012       0.887156
0.30831       0.957124
0.385149        0.28781
0.589674       0.404875
0.714006        0.97649
0.0476109       0.826626
0.120899        0.32875
0.929195       0.548637
0.768278       0.126316
0.0898916       0.404565
0.637648      0.0816028
0.265954       0.965322
0.560028       0.474196
0.924225       0.286861
0.146391       0.900321
0.764816       0.971129
0.750565       0.180133
0.576436       0.467034
0.136193       0.176293
0.0482766        0.34823
0.242726       0.641969
0.614902       0.427349
0.395347       0.859065
0.683151       0.748461
0.922703       0.559079
0.312076       0.980569
0.984218       0.323782
0.548446        0.90076
0.204563      0.0170342
0.434703       0.298389
0.336995       0.832811
0.663029       0.493508
0.248718       0.247595
0.410227       0.725944
0.437942       0.285772
0.458074       0.120963
0.664921       0.406363
0.916037       0.357825
0.523937       0.395128
0.847169       0.428106
0.624471       0.444929
0.201213       0.555912
0.221209       0.195272
0.425005       0.919437
0.540952      0.0500834
0.435134       0.848056
0.379919        0.50448
0.433002       0.919283
0.509343       0.488047
0.301103       0.622244
0.518407       0.685266
0.726214       0.736095
0.195294       0.910754
0.286415       0.535976
0.989347       0.324859
0.161006       0.953388
0.413274      0.0865956
0.387411       0.705881
0.832851       0.225679
0.911089       0.555334
0.361625      0.0647157
0.440207       0.838871
0.811852       0.463947
0.167425       0.732235
0.0104686       0.759258
0.517177       0.162774
0.989922       0.577059
0.98707       0.170734
0.171209       0.128133
0.199693       0.525191
0.509214      0.0751417
0.530605       0.173375
0.0453092       0.251718
0.0906334      0.0826026
0.352638       0.659736
0.0296455       0.681573
0.220535       0.435999
0.425393       0.909754
0.25416        0.73756
0.381106       0.388907
0.751812       0.650907
0.402849      0.0399832
0.471918        0.39066
0.0843072        0.74813
0.361328       0.953837
0.477243       0.443799
0.50196       0.118345
0.165578       0.987805
0.203136        0.70838
0.0731637    0.000447226
0.770404       0.580595
0.412526       0.121102
0.202437       0.967981
0.983294       0.583304
0.373694       0.322089
0.423871       0.415001
0.309748       0.529559
0.642897       0.892815
0.0172993       0.564434
0.0190935      0.0113048
0.327878       0.475181
0.11189       0.231614
0.191245       0.303598
0.854558       0.256567
0.515314       0.266923
0.854031       0.867582
0.222148       0.726573
0.651581       0.692988
0.136916       0.182529
0.584734       0.779994
0.229213       0.923333
0.395088      0.0391343
0.321302       0.537655
0.0809117       0.237127
0.851101       0.808455
0.986092      0.0944155
0.642649       0.807107
0.162053       0.960773
0.373893      0.0842828
0.656898       0.944835
0.103064       0.531398
0.110923       0.266237
0.436761       0.451947
0.240897       0.867985
0.7622        0.19594
0.175108       0.147338
